Sec,+-,+-,
2018-5-20 13:25:17.00000,4083922.96689,521598.25451,50.55562,
2018-5-20 13:25:18.00000,4083922.96649,521598.25328,50.55264,
2018-5-20 13:25:19.00000,4083922.96720,521598.25590,50.55921,
2018-5-20 13:25:20.00000,4083922.96371,521598.25328,50.55268,
2018-5-20 13:25:21.00000,4083922.96575,521598.25676,50.55614,
2018-5-20 13:25:22.00000,4083922.96892,521598.25609,50.55608,
2018-5-20 13:25:23.00000,4083922.96552,521598.25551,50.56095,
2018-5-20 13:25:24.00000,4083922.96895,521598.25357,50.55853,
2018-5-20 13:25:25.00000,4083922.96421,521598.25550,50.56053,
2018-5-20 13:25:26.00000,4083922.96238,521598.25625,50.55980,
2018-5-20 13:25:27.00000,4083922.96598,521598.25745,50.55734,
2018-5-20 13:25:28.00000,4083922.96401,521598.25560,50.55462,
2018-5-20 13:25:29.00000,4083922.96383,521598.25526,50.55553,
2018-5-20 13:25:30.00000,4083922.96162,521598.25761,50.56398,
2018-5-20 13:25:31.00000,4083922.96067,521598.25878,50.56292,
2018-5-20 13:25:32.00000,4083922.96210,521598.25592,50.55851,
2018-5-20 13:25:33.00000,4083922.96372,521598.25611,50.56085,
2018-5-20 13:25:34.00000,4083922.96432,521598.25422,50.55804,
2018-5-20 13:25:35.00000,4083922.96035,521598.25905,50.56968,
2018-5-20 13:25:36.00000,4083922.96227,521598.25439,50.56244,
2018-5-20 13:25:37.00000,4083922.96123,521598.25612,50.56766,
2018-5-20 13:25:38.00000,4083922.96469,521598.25725,50.56605,
2018-5-20 13:25:39.00000,4083922.96093,521598.25760,50.56190,
2018-5-20 13:25:40.00000,4083922.96386,521598.25264,50.56032,
2018-5-20 13:25:41.00000,4083922.95506,521598.25603,50.56722,
2018-5-20 13:25:42.00000,4083922.96529,521598.25460,50.56158,
2018-5-20 13:25:43.00000,4083922.95813,521598.25718,50.57130,
2018-5-20 13:25:44.00000,4083922.95579,521598.25785,50.56459,
2018-5-20 13:25:45.00000,4083922.95603,521598.25583,50.56526,
2018-5-20 13:25:46.00000,4083922.96508,521598.25506,50.55903,
2018-5-20 13:25:47.00000,4083922.96153,521598.25459,50.55776,
2018-5-20 13:25:48.00000,4083922.95658,521598.25867,50.56303,
2018-5-20 13:25:49.00000,4083922.95915,521598.25417,50.56009,
2018-5-20 13:25:50.00000,4083922.96440,521598.25398,50.55026,
2018-5-20 13:25:51.00000,4083922.95832,521598.25686,50.55588,
2018-5-20 13:25:52.00000,4083922.95799,521598.25460,50.55482,
2018-5-20 13:25:53.00000,4083922.96252,521598.25273,50.55227,
2018-5-20 13:25:54.00000,4083922.95895,521598.25735,50.55654,
2018-5-20 13:25:55.00000,4083922.95692,521598.25757,50.56241,
2018-5-20 13:25:56.00000,4083922.95508,521598.25524,50.56485,
2018-5-20 13:25:57.00000,4083922.95666,521598.25606,50.55992,
2018-5-20 13:25:58.00000,4083922.95828,521598.25795,50.56227,
2018-5-20 13:25:59.00000,4083922.95797,521598.25537,50.55618,
2018-5-20 13:26:0.00000,4083922.95901,521598.25738,50.55546,
2018-5-20 13:26:1.00000,4083922.95645,521598.25878,50.56188,
2018-5-20 13:26:2.00000,4083922.95287,521598.25704,50.56114,
2018-5-20 13:26:3.00000,4083922.95524,521598.25900,50.55600,
2018-5-20 13:26:4.00000,4083922.95740,521598.25652,50.55993,
2018-5-20 13:26:5.00000,4083922.95284,521598.25789,50.56652,
2018-5-20 13:26:6.00000,4083922.95587,521598.25840,50.55549,
2018-5-20 13:26:7.00000,4083922.95597,521598.25814,50.55852,
2018-5-20 13:26:8.00000,4083922.95436,521598.25718,50.55666,
2018-5-20 13:26:9.00000,4083922.95467,521598.25985,50.56808,
2018-5-20 13:26:10.00000,4083922.95545,521598.25850,50.55838,
2018-5-20 13:26:11.00000,4083922.95270,521598.25673,50.56620,
2018-5-20 13:26:12.00000,4083922.95463,521598.25953,50.55931,
2018-5-20 13:26:13.00000,4083922.95517,521598.25969,50.56593,
2018-5-20 13:26:14.00000,4083922.95587,521598.25769,50.56398,
2018-5-20 13:26:15.00000,4083922.96032,521598.25620,50.55338,
2018-5-20 13:26:16.00000,4083922.95209,521598.25911,50.56919,
2018-5-20 13:26:17.00000,4083922.95678,521598.25438,50.56442,
2018-5-20 13:26:18.00000,4083922.96148,521598.25647,50.56283,
2018-5-20 13:26:19.00000,4083922.96009,521598.25793,50.56603,
2018-5-20 13:26:20.00000,4083922.95532,521598.26085,50.57123,
2018-5-20 13:26:21.00000,4083922.95515,521598.25246,50.55976,
2018-5-20 13:26:22.00000,4083922.95649,521598.25468,50.56298,
2018-5-20 13:26:23.00000,4083922.95792,521598.25789,50.56792,
2018-5-20 13:26:24.00000,4083922.96129,521598.25688,50.56409,
2018-5-20 13:26:25.00000,4083922.96289,521598.25748,50.56812,
2018-5-20 13:26:26.00000,4083922.95977,521598.25701,50.57028,
2018-5-20 13:26:27.00000,4083922.96049,521598.25820,50.56282,
2018-5-20 13:26:28.00000,4083922.95953,521598.25861,50.56010,
2018-5-20 13:26:29.00000,4083922.96105,521598.25438,50.56024,
2018-5-20 13:26:30.00000,4083922.96273,521598.26059,50.56185,
2018-5-20 13:26:31.00000,4083922.95999,521598.25913,50.56633,
2018-5-20 13:26:32.00000,4083922.96578,521598.25667,50.55610,
2018-5-20 13:26:33.00000,4083922.95754,521598.25994,50.56476,
2018-5-20 13:26:34.00000,4083922.95801,521598.26099,50.57264,
2018-5-20 13:26:35.00000,4083922.96355,521598.25965,50.56041,
2018-5-20 13:26:36.00000,4083922.95999,521598.26100,50.56333,
2018-5-20 13:26:37.00000,4083922.95577,521598.26502,50.56614,
2018-5-20 13:26:38.00000,4083922.96363,521598.26137,50.55965,
2018-5-20 13:26:39.00000,4083922.95991,521598.25919,50.56560,
2018-5-20 13:26:40.00000,4083922.95931,521598.25950,50.56707,
2018-5-20 13:26:41.00000,4083922.95778,521598.25645,50.55960,
2018-5-20 13:26:42.00000,4083922.95955,521598.26036,50.56342,
2018-5-20 13:26:43.00000,4083922.96187,521598.25646,50.55998,
2018-5-20 13:26:44.00000,4083922.96203,521598.25947,50.56128,
2018-5-20 13:26:45.00000,4083922.96035,521598.26032,50.55518,
2018-5-20 13:26:46.00000,4083922.95701,521598.26013,50.56363,
2018-5-20 13:26:47.00000,4083922.95644,521598.26015,50.56606,
2018-5-20 13:26:48.00000,4083922.96587,521598.25880,50.55149,
2018-5-20 13:26:49.00000,4083922.95355,521598.26331,50.56843,
2018-5-20 13:26:50.00000,4083922.96166,521598.25748,50.55326,
2018-5-20 13:26:51.00000,4083922.95921,521598.26095,50.56654,
2018-5-20 13:26:52.00000,4083922.96310,521598.26305,50.56037,
2018-5-20 13:26:53.00000,4083922.96027,521598.26058,50.55530,
2018-5-20 13:26:54.00000,4083922.96149,521598.25829,50.56150,
2018-5-20 13:26:55.00000,4083922.95797,521598.26208,50.56353,
2018-5-20 13:26:56.00000,4083922.96177,521598.25830,50.56328,
2018-5-20 13:26:57.00000,4083922.95485,521598.25985,50.56452,
2018-5-20 13:26:58.00000,4083922.96021,521598.25859,50.55803,
2018-5-20 13:26:59.00000,4083922.95901,521598.25484,50.56029,
2018-5-20 13:27:0.00000,4083922.95369,521598.25673,50.57405,
2018-5-20 13:27:1.00000,4083922.95895,521598.25663,50.56004,
2018-5-20 13:27:2.00000,4083922.96465,521598.25668,50.55128,
2018-5-20 13:27:3.00000,4083922.95818,521598.25714,50.55724,
2018-5-20 13:27:4.00000,4083922.95536,521598.26059,50.57450,
2018-5-20 13:27:5.00000,4083922.96374,521598.25993,50.55833,
2018-5-20 13:27:6.00000,4083922.94891,521598.26446,50.58177,
2018-5-20 13:27:7.00000,4083922.95816,521598.26275,50.56711,
2018-5-20 13:27:8.00000,4083922.95828,521598.25531,50.55892,
2018-5-20 13:27:9.00000,4083922.95364,521598.25934,50.56796,
2018-5-20 13:27:10.00000,4083922.95490,521598.25736,50.56060,
2018-5-20 13:27:11.00000,4083922.95657,521598.25530,50.56004,
2018-5-20 13:27:12.00000,4083922.95844,521598.25834,50.56123,
2018-5-20 13:27:13.00000,4083922.95926,521598.25849,50.56280,
2018-5-20 13:27:14.00000,4083922.95444,521598.25948,50.57689,
2018-5-20 13:27:15.00000,4083922.94624,521598.25771,50.57465,
2018-5-20 13:27:16.00000,4083922.95137,521598.26083,50.57649,
2018-5-20 13:27:17.00000,4083922.95825,521598.26025,50.56848,
2018-5-20 13:27:18.00000,4083922.95293,521598.26021,50.57540,
2018-5-20 13:27:19.00000,4083922.95512,521598.25682,50.57647,
2018-5-20 13:27:20.00000,4083922.95944,521598.25539,50.57221,
2018-5-20 13:27:21.00000,4083922.95633,521598.25395,50.57218,
2018-5-20 13:27:22.00000,4083922.95718,521598.25764,50.57373,
2018-5-20 13:27:23.00000,4083922.96004,521598.25834,50.57792,
2018-5-20 13:27:24.00000,4083922.95728,521598.25343,50.56543,
2018-5-20 13:27:25.00000,4083922.95302,521598.25639,50.58327,
2018-5-20 13:27:26.00000,4083922.95544,521598.24989,50.57119,
2018-5-20 13:27:27.00000,4083922.95101,521598.25323,50.57593,
2018-5-20 13:27:28.00000,4083922.96296,521598.25487,50.57735,
2018-5-20 13:27:29.00000,4083922.95606,521598.26150,50.58473,
2018-5-20 13:27:30.00000,4083922.94925,521598.25590,50.57896,
2018-5-20 13:27:31.00000,4083922.95249,521598.25867,50.59364,
2018-5-20 13:27:32.00000,4083922.95747,521598.25585,50.57417,
2018-5-20 13:27:33.00000,4083922.95419,521598.25938,50.58772,
2018-5-20 13:27:34.00000,4083922.95639,521598.25946,50.57579,
2018-5-20 13:27:35.00000,4083922.96122,521598.25256,50.56667,
2018-5-20 13:27:36.00000,4083922.97044,521598.25282,50.57321,
2018-5-20 13:27:37.00000,4083922.95451,521598.25340,50.57711,
2018-5-20 13:27:38.00000,4083922.95655,521598.25528,50.58190,
2018-5-20 13:27:39.00000,4083922.95819,521598.24891,50.57103,
2018-5-20 13:27:40.00000,4083922.95077,521598.25932,50.58611,
2018-5-20 13:27:41.00000,4083922.95540,521598.25713,50.58044,
2018-5-20 13:27:42.00000,4083922.94838,521598.25493,50.58661,
2018-5-20 13:27:43.00000,4083922.94821,521598.25962,50.59718,
2018-5-20 13:27:44.00000,4083922.95024,521598.25625,50.59231,
2018-5-20 13:27:45.00000,4083922.95240,521598.25495,50.58325,
2018-5-20 13:27:46.00000,4083922.95604,521598.25990,50.58975,
2018-5-20 13:27:47.00000,4083922.94529,521598.25590,50.59390,
2018-5-20 13:27:48.00000,4083922.94561,521598.25637,50.59331,
2018-5-20 13:27:49.00000,4083922.95186,521598.25598,50.58965,
2018-5-20 13:27:50.00000,4083922.95008,521598.26122,50.58488,
2018-5-20 13:27:51.00000,4083922.95255,521598.25888,50.59056,
2018-5-20 13:27:52.00000,4083922.95423,521598.25693,50.59449,
2018-5-20 13:27:53.00000,4083922.94818,521598.25503,50.58255,
2018-5-20 13:27:54.00000,4083922.94931,521598.25552,50.58671,
2018-5-20 13:27:55.00000,4083922.95461,521598.25531,50.58615,
2018-5-20 13:27:56.00000,4083922.95188,521598.25737,50.59145,
2018-5-20 13:27:57.00000,4083922.94702,521598.25526,50.58510,
2018-5-20 13:27:58.00000,4083922.95016,521598.25465,50.58491,
2018-5-20 13:27:59.00000,4083922.95294,521598.25348,50.58153,
2018-5-20 13:28:0.00000,4083922.95026,521598.25299,50.57961,
2018-5-20 13:28:1.00000,4083922.95075,521598.25553,50.59462,
2018-5-20 13:28:2.00000,4083922.94829,521598.25554,50.59590,
2018-5-20 13:28:3.00000,4083922.94369,521598.25221,50.58836,
2018-5-20 13:28:4.00000,4083922.94682,521598.25346,50.59069,
2018-5-20 13:28:5.00000,4083922.94861,521598.24658,50.57745,
2018-5-20 13:28:6.00000,4083922.94114,521598.25573,50.58910,
2018-5-20 13:28:7.00000,4083922.94941,521598.25689,50.58941,
2018-5-20 13:28:8.00000,4083922.94997,521598.25425,50.59516,
2018-5-20 13:28:9.00000,4083922.94643,521598.25382,50.59221,
2018-5-20 13:28:10.00000,4083922.94729,521598.25528,50.59157,
2018-5-20 13:28:11.00000,4083922.94482,521598.25345,50.59686,
2018-5-20 13:28:12.00000,4083922.95179,521598.25160,50.58239,
2018-5-20 13:28:13.00000,4083922.94371,521598.25317,50.59300,
2018-5-20 13:28:14.00000,4083922.95223,521598.25246,50.58414,
2018-5-20 13:28:15.00000,4083922.94368,521598.25477,50.59505,
2018-5-20 13:28:16.00000,4083922.94249,521598.25207,50.58963,
2018-5-20 13:28:17.00000,4083922.94755,521598.25694,50.58606,
2018-5-20 13:28:18.00000,4083922.94721,521598.24900,50.57633,
2018-5-20 13:28:19.00000,4083922.94854,521598.25311,50.58806,
2018-5-20 13:28:20.00000,4083922.94828,521598.25172,50.58423,
2018-5-20 13:28:21.00000,4083922.94766,521598.25487,50.58858,
2018-5-20 13:28:22.00000,4083922.95067,521598.25368,50.57939,
2018-5-20 13:28:23.00000,4083922.95083,521598.25300,50.58501,
2018-5-20 13:28:24.00000,4083922.95395,521598.24905,50.57518,
2018-5-20 13:28:25.00000,4083922.95309,521598.25401,50.58384,
2018-5-20 13:28:26.00000,4083922.94997,521598.25246,50.58799,
2018-5-20 13:28:27.00000,4083922.94997,521598.24910,50.58131,
2018-5-20 13:28:28.00000,4083922.95096,521598.24825,50.58532,
2018-5-20 13:28:29.00000,4083922.95211,521598.24916,50.58013,
2018-5-20 13:28:30.00000,4083922.94992,521598.24442,50.57003,
2018-5-20 13:28:31.00000,4083922.94360,521598.25168,50.59347,
2018-5-20 13:28:32.00000,4083922.95096,521598.25047,50.59649,
2018-5-20 13:28:33.00000,4083922.95262,521598.24608,50.58710,
2018-5-20 13:28:34.00000,4083922.94700,521598.24899,50.59776,
2018-5-20 13:28:35.00000,4083922.95083,521598.24765,50.58582,
2018-5-20 13:28:36.00000,4083922.95024,521598.24766,50.59561,
2018-5-20 13:28:37.00000,4083922.94697,521598.25083,50.59714,
2018-5-20 13:28:38.00000,4083922.95184,521598.24995,50.59282,
2018-5-20 13:28:39.00000,4083922.94727,521598.24873,50.59041,
2018-5-20 13:28:40.00000,4083922.94778,521598.24848,50.59872,
2018-5-20 13:28:41.00000,4083922.95026,521598.25013,50.59360,
2018-5-20 13:28:42.00000,4083922.95239,521598.24765,50.59041,
2018-5-20 13:28:43.00000,4083922.94999,521598.25030,50.60062,
2018-5-20 13:28:44.00000,4083922.95214,521598.25110,50.59908,
2018-5-20 13:28:45.00000,4083922.94703,521598.25366,50.60407,
2018-5-20 13:28:46.00000,4083922.95227,521598.25138,50.59325,
2018-5-20 13:28:47.00000,4083922.94845,521598.25292,50.60051,
2018-5-20 13:28:48.00000,4083922.95220,521598.25320,50.60267,
2018-5-20 13:28:49.00000,4083922.94496,521598.25059,50.60016,
2018-5-20 13:28:50.00000,4083922.94697,521598.25107,50.61264,
2018-5-20 13:28:51.00000,4083922.94881,521598.25270,50.60603,
2018-5-20 13:28:52.00000,4083922.94370,521598.25096,50.60600,
2018-5-20 13:28:53.00000,4083922.94254,521598.25416,50.60955,
2018-5-20 13:28:54.00000,4083922.94414,521598.25397,50.61092,
2018-5-20 13:28:55.00000,4083922.94150,521598.25113,50.60843,
2018-5-20 13:28:56.00000,4083922.94437,521598.25224,50.61561,
2018-5-20 13:28:57.00000,4083922.94555,521598.24987,50.61120,
2018-5-20 13:28:58.00000,4083922.94035,521598.25122,50.61446,
2018-5-20 13:28:59.00000,4083922.94874,521598.24996,50.60627,
2018-5-20 13:29:0.00000,4083922.94722,521598.25014,50.61946,
2018-5-20 13:29:1.00000,4083922.94820,521598.24950,50.61166,
2018-5-20 13:29:2.00000,4083922.94233,521598.25155,50.61332,
2018-5-20 13:29:3.00000,4083922.94361,521598.25241,50.61728,
2018-5-20 13:29:4.00000,4083922.94919,521598.24754,50.60484,
2018-5-20 13:29:5.00000,4083922.94784,521598.24973,50.61481,
2018-5-20 13:29:6.00000,4083922.93896,521598.24916,50.61031,
2018-5-20 13:29:7.00000,4083922.94364,521598.25224,50.61875,
2018-5-20 13:29:8.00000,4083922.94190,521598.24650,50.60604,
2018-5-20 13:29:9.00000,4083922.94382,521598.25244,50.61817,
2018-5-20 13:29:10.00000,4083922.94862,521598.25045,50.60978,
2018-5-20 13:29:11.00000,4083922.94498,521598.24975,50.61395,
2018-5-20 13:29:12.00000,4083922.94539,521598.24912,50.61441,
2018-5-20 13:29:13.00000,4083922.94911,521598.25144,50.60996,
2018-5-20 13:29:14.00000,4083922.94934,521598.24768,50.60831,
2018-5-20 13:29:15.00000,4083922.94785,521598.24897,50.60763,
2018-5-20 13:29:16.00000,4083922.94991,521598.25017,50.61638,
2018-5-20 13:29:17.00000,4083922.94334,521598.24678,50.61513,
2018-5-20 13:29:18.00000,4083922.94231,521598.24847,50.61151,
2018-5-20 13:29:19.00000,4083922.94320,521598.24976,50.61049,
2018-5-20 13:29:20.00000,4083922.94816,521598.24979,50.61254,
2018-5-20 13:29:21.00000,4083922.94432,521598.25298,50.60967,
2018-5-20 13:29:22.00000,4083922.94571,521598.25081,50.60599,
2018-5-20 13:29:23.00000,4083922.94368,521598.25200,50.62302,
2018-5-20 13:29:24.00000,4083922.94207,521598.25423,50.62034,
2018-5-20 13:29:25.00000,4083922.95015,521598.25251,50.61957,
2018-5-20 13:29:26.00000,4083922.94429,521598.25583,50.62039,
2018-5-20 13:29:27.00000,4083922.94504,521598.24885,50.60871,
2018-5-20 13:29:28.00000,4083922.95048,521598.24834,50.59895,
2018-5-20 13:29:29.00000,4083922.94594,521598.24919,50.60834,
2018-5-20 13:29:30.00000,4083922.94807,521598.25118,50.61583,
2018-5-20 13:29:31.00000,4083922.95283,521598.25209,50.61149,
2018-5-20 13:29:32.00000,4083922.95197,521598.25120,50.61081,
2018-5-20 13:29:33.00000,4083922.94348,521598.23506,50.58374,
2018-5-20 13:29:34.00000,4083922.94598,521598.24139,50.58960,
2018-5-20 13:29:35.00000,4083922.95010,521598.24577,50.59595,
2018-5-20 13:29:36.00000,4083922.95195,521598.24955,50.60883,
2018-5-20 13:29:37.00000,4083922.94477,521598.25568,50.61609,
2018-5-20 13:29:38.00000,4083922.95819,521598.24643,50.59650,
2018-5-20 13:29:39.00000,4083922.95255,521598.24679,50.59620,
2018-5-20 13:29:40.00000,4083922.94528,521598.25176,50.60872,
2018-5-20 13:29:41.00000,4083922.94908,521598.25259,50.60333,
2018-5-20 13:29:42.00000,4083922.95388,521598.25179,50.59560,
2018-5-20 13:29:43.00000,4083922.95079,521598.25253,50.59789,
2018-5-20 13:29:44.00000,4083922.95031,521598.25340,50.60053,
2018-5-20 13:29:45.00000,4083922.95390,521598.25310,50.60758,
2018-5-20 13:29:46.00000,4083922.95239,521598.24997,50.60291,
2018-5-20 13:29:47.00000,4083922.95034,521598.25030,50.59932,
2018-5-20 13:29:48.00000,4083922.95004,521598.24984,50.60304,
2018-5-20 13:29:49.00000,4083922.94873,521598.24868,50.60213,
2018-5-20 13:29:50.00000,4083922.94716,521598.25267,50.60407,
2018-5-20 13:29:51.00000,4083922.94479,521598.25215,50.60904,
2018-5-20 13:29:52.00000,4083922.94432,521598.25199,50.60801,
2018-5-20 13:29:53.00000,4083922.94946,521598.25344,50.60532,
2018-5-20 13:29:54.00000,4083922.95199,521598.24823,50.59561,
2018-5-20 13:29:55.00000,4083922.95520,521598.25196,50.60068,
2018-5-20 13:29:56.00000,4083922.95075,521598.25151,50.60627,
2018-5-20 13:29:57.00000,4083922.95184,521598.24932,50.60348,
2018-5-20 13:29:58.00000,4083922.95208,521598.24680,50.59898,
2018-5-20 13:29:59.00000,4083922.95126,521598.24819,50.60541,
2018-5-20 13:30:0.00000,4083922.95293,521598.24947,50.59502,
2018-5-20 13:30:1.00000,4083922.95390,521598.24656,50.59905,
2018-5-20 13:30:2.00000,4083922.95178,521598.24765,50.59705,
2018-5-20 13:30:3.00000,4083922.94859,521598.24854,50.59681,
2018-5-20 13:30:4.00000,4083922.94951,521598.24953,50.60258,
2018-5-20 13:30:5.00000,4083922.94940,521598.25074,50.59891,
2018-5-20 13:30:6.00000,4083922.95200,521598.25018,50.59793,
2018-5-20 13:30:7.00000,4083922.95302,521598.24945,50.60090,
2018-5-20 13:30:8.00000,4083922.95534,521598.24612,50.59614,
2018-5-20 13:30:9.00000,4083922.94915,521598.24981,50.59824,
2018-5-20 13:30:10.00000,4083922.94935,521598.25236,50.60380,
2018-5-20 13:30:11.00000,4083922.95170,521598.25028,50.60800,
2018-5-20 13:30:12.00000,4083922.94804,521598.24966,50.60171,
2018-5-20 13:30:13.00000,4083922.95650,521598.25247,50.60044,
2018-5-20 13:30:14.00000,4083922.95443,521598.24709,50.59085,
2018-5-20 13:30:15.00000,4083922.95289,521598.24873,50.59591,
2018-5-20 13:30:16.00000,4083922.94762,521598.24806,50.60642,
2018-5-20 13:30:17.00000,4083922.95123,521598.24639,50.59195,
2018-5-20 13:30:18.00000,4083922.94914,521598.24796,50.59357,
2018-5-20 13:30:19.00000,4083922.94573,521598.24590,50.59345,
2018-5-20 13:30:20.00000,4083922.95078,521598.24632,50.59256,
2018-5-20 13:30:21.00000,4083922.95022,521598.24811,50.60429,
2018-5-20 13:30:22.00000,4083922.95239,521598.24780,50.59874,
2018-5-20 13:30:23.00000,4083922.94796,521598.24998,50.59433,
2018-5-20 13:30:24.00000,4083922.95054,521598.25340,50.60255,
2018-5-20 13:30:25.00000,4083922.95118,521598.24984,50.59836,
2018-5-20 13:30:26.00000,4083922.95626,521598.25249,50.59260,
2018-5-20 13:30:27.00000,4083922.95242,521598.25001,50.59287,
2018-5-20 13:30:28.00000,4083922.95327,521598.24874,50.59407,
2018-5-20 13:30:29.00000,4083922.95522,521598.25145,50.59765,
2018-5-20 13:30:30.00000,4083922.95304,521598.25003,50.59221,
2018-5-20 13:30:31.00000,4083922.95496,521598.25240,50.59000,
2018-5-20 13:30:32.00000,4083922.95281,521598.24797,50.59235,
2018-5-20 13:30:33.00000,4083922.95357,521598.25344,50.59419,
2018-5-20 13:30:34.00000,4083922.95467,521598.24883,50.58438,
2018-5-20 13:30:35.00000,4083922.95467,521598.25719,50.59840,
2018-5-20 13:30:36.00000,4083922.95651,521598.25514,50.59244,
2018-5-20 13:30:37.00000,4083922.95289,521598.24994,50.59758,
2018-5-20 13:30:38.00000,4083922.95664,521598.25468,50.59493,
2018-5-20 13:30:39.00000,4083922.95841,521598.25391,50.59091,
2018-5-20 13:30:40.00000,4083922.95716,521598.25385,50.59590,
2018-5-20 13:30:41.00000,4083922.95861,521598.25193,50.58830,
2018-5-20 13:30:42.00000,4083922.96273,521598.25267,50.58281,
2018-5-20 13:30:43.00000,4083922.95997,521598.25305,50.58382,
2018-5-20 13:30:44.00000,4083922.95728,521598.25278,50.59058,
2018-5-20 13:30:45.00000,4083922.96499,521598.25394,50.58181,
2018-5-20 13:30:46.00000,4083922.96295,521598.25237,50.58235,
2018-5-20 13:30:47.00000,4083922.96102,521598.25475,50.58960,
2018-5-20 13:30:48.00000,4083922.95911,521598.25653,50.59064,
2018-5-20 13:30:49.00000,4083922.95779,521598.25820,50.58025,
2018-5-20 13:30:50.00000,4083922.95625,521598.25456,50.59228,
2018-5-20 13:30:51.00000,4083922.95674,521598.25562,50.58597,
2018-5-20 13:30:52.00000,4083922.95893,521598.25828,50.58856,
2018-5-20 13:30:53.00000,4083922.96432,521598.25489,50.57754,
2018-5-20 13:30:54.00000,4083922.95909,521598.25563,50.58035,
2018-5-20 13:30:55.00000,4083922.95843,521598.25859,50.58640,
2018-5-20 13:30:56.00000,4083922.96400,521598.25286,50.57778,
2018-5-20 13:30:57.00000,4083922.96229,521598.25769,50.57875,
2018-5-20 13:30:58.00000,4083922.96288,521598.25395,50.57312,
2018-5-20 13:30:59.00000,4083922.95848,521598.25747,50.58299,
2018-5-20 13:31:0.00000,4083922.95739,521598.25671,50.57711,
2018-5-20 13:31:1.00000,4083922.96106,521598.25292,50.57887,
2018-5-20 13:31:2.00000,4083922.95960,521598.25576,50.57884,
2018-5-20 13:31:3.00000,4083922.95909,521598.25614,50.57785,
2018-5-20 13:31:4.00000,4083922.96416,521598.25969,50.58392,
2018-5-20 13:31:5.00000,4083922.96309,521598.25896,50.58219,
2018-5-20 13:31:6.00000,4083922.96173,521598.25838,50.57567,
2018-5-20 13:31:7.00000,4083922.96092,521598.25884,50.58375,
2018-5-20 13:31:8.00000,4083922.96352,521598.25979,50.57796,
2018-5-20 13:31:9.00000,4083922.96264,521598.25803,50.57796,
2018-5-20 13:31:10.00000,4083922.96228,521598.26248,50.58211,
2018-5-20 13:31:11.00000,4083922.96241,521598.26177,50.57860,
2018-5-20 13:31:12.00000,4083922.96061,521598.25661,50.57448,
2018-5-20 13:31:13.00000,4083922.96621,521598.25597,50.57486,
2018-5-20 13:31:14.00000,4083922.96323,521598.25538,50.57349,
2018-5-20 13:31:15.00000,4083922.95933,521598.25745,50.57920,
2018-5-20 13:31:16.00000,4083922.96096,521598.25362,50.56719,
2018-5-20 13:31:17.00000,4083922.96086,521598.25536,50.57099,
2018-5-20 13:31:18.00000,4083922.95701,521598.25260,50.57661,
2018-5-20 13:31:19.00000,4083922.96210,521598.25277,50.57316,
2018-5-20 13:31:20.00000,4083922.96192,521598.25627,50.56941,
2018-5-20 13:31:21.00000,4083922.95893,521598.25200,50.56471,
2018-5-20 13:31:22.00000,4083922.96041,521598.25324,50.56425,
2018-5-20 13:31:23.00000,4083922.95846,521598.25067,50.56716,
2018-5-20 13:31:24.00000,4083922.96216,521598.25254,50.57874,
2018-5-20 13:31:25.00000,4083922.95977,521598.25129,50.56643,
2018-5-20 13:31:26.00000,4083922.95839,521598.25177,50.57509,
2018-5-20 13:31:27.00000,4083922.96578,521598.25225,50.57658,
2018-5-20 13:31:28.00000,4083922.96554,521598.25092,50.56924,
2018-5-20 13:31:29.00000,4083922.96171,521598.24911,50.56400,
2018-5-20 13:31:30.00000,4083922.96175,521598.25298,50.57162,
2018-5-20 13:31:31.00000,4083922.96114,521598.24980,50.57143,
2018-5-20 13:31:32.00000,4083922.96312,521598.24765,50.56579,
2018-5-20 13:31:33.00000,4083922.95891,521598.24961,50.57389,
2018-5-20 13:31:34.00000,4083922.95883,521598.25111,50.57668,
2018-5-20 13:31:35.00000,4083922.96196,521598.25129,50.57334,
2018-5-20 13:31:36.00000,4083922.96504,521598.24835,50.56955,
2018-5-20 13:31:37.00000,4083922.96976,521598.24955,50.57476,
2018-5-20 13:31:38.00000,4083922.96284,521598.24594,50.57665,
2018-5-20 13:31:39.00000,4083922.96313,521598.24775,50.57794,
2018-5-20 13:31:40.00000,4083922.96297,521598.24655,50.56848,
2018-5-20 13:31:41.00000,4083922.96185,521598.24842,50.57331,
2018-5-20 13:31:42.00000,4083922.95895,521598.24929,50.57967,
2018-5-20 13:31:43.00000,4083922.96110,521598.24989,50.58198,
2018-5-20 13:31:44.00000,4083922.95690,521598.24877,50.58091,
2018-5-20 13:31:45.00000,4083922.95493,521598.25140,50.58204,
2018-5-20 13:31:46.00000,4083922.95975,521598.25164,50.58428,
2018-5-20 13:31:47.00000,4083922.96326,521598.25017,50.58109,
2018-5-20 13:31:48.00000,4083922.96440,521598.25041,50.58324,
2018-5-20 13:31:49.00000,4083922.96634,521598.24461,50.57681,
2018-5-20 13:31:50.00000,4083922.96432,521598.24825,50.57818,
2018-5-20 13:31:51.00000,4083922.95886,521598.25415,50.58913,
2018-5-20 13:31:52.00000,4083922.96385,521598.24865,50.58164,
2018-5-20 13:31:53.00000,4083922.96547,521598.24916,50.57482,
2018-5-20 13:31:54.00000,4083922.96258,521598.25159,50.58467,
2018-5-20 13:31:55.00000,4083922.96891,521598.25123,50.58023,
