Sec,+-,+-,
2018-5-20 12:56:29.00000,4084085.06745,521328.78697,50.46975,
2018-5-20 12:56:30.00000,4084085.06114,521328.78679,50.46915,
2018-5-20 12:56:31.00000,4084085.06273,521328.78789,50.47620,
2018-5-20 12:56:32.00000,4084085.06336,521328.78648,50.46521,
2018-5-20 12:56:33.00000,4084085.06020,521328.78955,50.47442,
2018-5-20 12:56:34.00000,4084085.06344,521328.78745,50.47459,
2018-5-20 12:56:35.00000,4084085.06138,521328.78493,50.47916,
2018-5-20 12:56:36.00000,4084085.06278,521328.78775,50.47814,
2018-5-20 12:56:37.00000,4084085.06352,521328.78612,50.47432,
2018-5-20 12:56:38.00000,4084085.06224,521328.78567,50.46652,
2018-5-20 12:56:39.00000,4084085.06082,521328.78581,50.48275,
2018-5-20 12:56:40.00000,4084085.06297,521328.78745,50.47239,
2018-5-20 12:56:41.00000,4084085.06118,521328.78737,50.47810,
2018-5-20 12:56:42.00000,4084085.06289,521328.78695,50.48166,
2018-5-20 12:56:43.00000,4084085.06576,521328.78535,50.47066,
2018-5-20 12:56:44.00000,4084085.06390,521328.78811,50.46998,
2018-5-20 12:56:45.00000,4084085.06257,521328.78771,50.47809,
2018-5-20 12:56:46.00000,4084085.06390,521328.78652,50.47630,
2018-5-20 12:56:47.00000,4084085.06372,521328.78998,50.48106,
2018-5-20 12:56:48.00000,4084085.06056,521328.78623,50.47160,
2018-5-20 12:56:49.00000,4084085.06367,521328.78834,50.47480,
2018-5-20 12:56:50.00000,4084085.06275,521328.78894,50.47352,
2018-5-20 12:56:51.00000,4084085.06429,521328.78897,50.46830,
2018-5-20 12:56:52.00000,4084085.05736,521328.78696,50.48802,
2018-5-20 12:56:53.00000,4084085.05728,521328.78936,50.48347,
2018-5-20 12:56:54.00000,4084085.06056,521328.78918,50.48027,
2018-5-20 12:56:55.00000,4084085.05942,521328.78593,50.49144,
2018-5-20 12:56:56.00000,4084085.06002,521328.78778,50.48915,
2018-5-20 12:56:57.00000,4084085.06045,521328.78686,50.48374,
2018-5-20 12:56:58.00000,4084085.05843,521328.78732,50.47827,
2018-5-20 12:56:59.00000,4084085.05604,521328.78799,50.48729,
2018-5-20 12:57:0.00000,4084085.05938,521328.78682,50.48433,
2018-5-20 12:57:1.00000,4084085.06120,521328.78590,50.47257,
2018-5-20 12:57:2.00000,4084085.06020,521328.78542,50.48557,
2018-5-20 12:57:3.00000,4084085.05814,521328.78559,50.47916,
2018-5-20 12:57:4.00000,4084085.05977,521328.78598,50.48264,
2018-5-20 12:57:5.00000,4084085.05874,521328.78738,50.48835,
2018-5-20 12:57:6.00000,4084085.05978,521328.78434,50.48196,
2018-5-20 12:57:7.00000,4084085.05864,521328.78649,50.48298,
2018-5-20 12:57:8.00000,4084085.05416,521328.78728,50.49095,
2018-5-20 12:57:9.00000,4084085.05772,521328.78606,50.48854,
2018-5-20 12:57:10.00000,4084085.05590,521328.78515,50.48613,
2018-5-20 12:57:11.00000,4084085.05596,521328.78476,50.49472,
2018-5-20 12:57:12.00000,4084085.05736,521328.78602,50.49152,
2018-5-20 12:57:13.00000,4084085.06030,521328.78371,50.49643,
2018-5-20 12:57:14.00000,4084085.05740,521328.78339,50.50711,
2018-5-20 12:57:15.00000,4084085.05932,521328.78393,50.49940,
2018-5-20 12:57:16.00000,4084085.05649,521328.78335,50.50967,
2018-5-20 12:57:17.00000,4084085.05844,521328.78625,50.50257,
2018-5-20 12:57:18.00000,4084085.05810,521328.78509,50.49869,
2018-5-20 12:57:19.00000,4084085.05923,521328.78334,50.50518,
2018-5-20 12:57:20.00000,4084085.05823,521328.78265,50.51050,
2018-5-20 12:57:21.00000,4084085.06140,521328.78258,50.50645,
2018-5-20 12:57:22.00000,4084085.06203,521328.78206,50.50444,
2018-5-20 12:57:23.00000,4084085.05937,521328.78103,50.50615,
2018-5-20 12:57:24.00000,4084085.05878,521328.78411,50.50778,
2018-5-20 12:57:25.00000,4084085.05775,521328.78340,50.50866,
2018-5-20 12:57:26.00000,4084085.06151,521328.78210,50.50947,
2018-5-20 12:57:27.00000,4084085.06163,521328.78325,50.50848,
2018-5-20 12:57:28.00000,4084085.05912,521328.78449,50.50900,
2018-5-20 12:57:29.00000,4084085.05810,521328.78285,50.51651,
2018-5-20 12:57:30.00000,4084085.05820,521328.78532,50.51455,
2018-5-20 12:57:31.00000,4084085.05739,521328.78144,50.51162,
2018-5-20 12:57:32.00000,4084085.06383,521328.78193,50.50371,
2018-5-20 12:57:33.00000,4084085.05821,521328.78114,50.51686,
2018-5-20 12:57:34.00000,4084085.05972,521328.78150,50.51269,
2018-5-20 12:57:35.00000,4084085.05991,521328.78190,50.50244,
2018-5-20 12:57:36.00000,4084085.05787,521328.78142,50.52148,
2018-5-20 12:57:37.00000,4084085.05786,521328.78298,50.53049,
2018-5-20 12:57:38.00000,4084085.06408,521328.78222,50.50821,
2018-5-20 12:57:39.00000,4084085.06109,521328.78168,50.50987,
2018-5-20 12:57:40.00000,4084085.06022,521328.78223,50.51768,
2018-5-20 12:57:41.00000,4084085.05903,521328.78378,50.52977,
2018-5-20 12:57:42.00000,4084085.05662,521328.78270,50.52681,
2018-5-20 12:57:43.00000,4084085.05859,521328.78206,50.52686,
2018-5-20 12:57:44.00000,4084085.05769,521328.78055,50.52389,
2018-5-20 12:57:45.00000,4084085.05825,521328.78098,50.53014,
2018-5-20 12:57:46.00000,4084085.05747,521328.78283,50.53634,
2018-5-20 12:57:47.00000,4084085.05762,521328.78268,50.53181,
2018-5-20 12:57:48.00000,4084085.05523,521328.78478,50.54251,
2018-5-20 12:57:49.00000,4084085.05467,521328.78340,50.53292,
2018-5-20 12:57:50.00000,4084085.05500,521328.78386,50.53447,
2018-5-20 12:57:51.00000,4084085.05394,521328.78220,50.53938,
2018-5-20 12:57:52.00000,4084085.05407,521328.78483,50.54522,
2018-5-20 12:57:53.00000,4084085.05263,521328.78330,50.54979,
2018-5-20 12:57:54.00000,4084085.05382,521328.78257,50.54237,
2018-5-20 12:57:55.00000,4084085.05326,521328.78455,50.54130,
2018-5-20 12:57:56.00000,4084085.05655,521328.78264,50.53424,
2018-5-20 12:57:57.00000,4084085.05759,521328.78227,50.54402,
2018-5-20 12:57:58.00000,4084085.05423,521328.78130,50.54666,
2018-5-20 12:57:59.00000,4084085.05509,521328.78297,50.54502,
2018-5-20 12:58:0.00000,4084085.05435,521328.78489,50.54817,
2018-5-20 12:58:1.00000,4084085.05443,521328.78245,50.55072,
2018-5-20 12:58:2.00000,4084085.05585,521328.78278,50.54234,
2018-5-20 12:58:3.00000,4084085.05545,521328.78135,50.54719,
2018-5-20 12:58:4.00000,4084085.05541,521328.78293,50.54325,
2018-5-20 12:58:5.00000,4084085.05524,521328.78073,50.54164,
2018-5-20 12:58:6.00000,4084085.05499,521328.78177,50.54614,
2018-5-20 12:58:7.00000,4084085.05502,521328.78689,50.55245,
2018-5-20 12:58:8.00000,4084085.05380,521328.78602,50.54724,
2018-5-20 12:58:9.00000,4084085.05547,521328.78634,50.54985,
2018-5-20 12:58:10.00000,4084085.05214,521328.78498,50.55212,
2018-5-20 12:58:11.00000,4084085.05355,521328.78231,50.55039,
2018-5-20 12:58:12.00000,4084085.04882,521328.78483,50.56287,
2018-5-20 12:58:13.00000,4084085.04903,521328.78299,50.56492,
2018-5-20 12:58:14.00000,4084085.05389,521328.78012,50.56309,
2018-5-20 12:58:15.00000,4084085.04978,521328.78573,50.56492,
2018-5-20 12:58:16.00000,4084085.05266,521328.78377,50.56108,
2018-5-20 12:58:17.00000,4084085.05359,521328.78383,50.55584,
2018-5-20 12:58:18.00000,4084085.04791,521328.78431,50.57392,
2018-5-20 12:58:19.00000,4084085.05093,521328.78118,50.54922,
2018-5-20 12:58:20.00000,4084085.04995,521328.78540,50.56553,
2018-5-20 12:58:21.00000,4084085.04956,521328.78287,50.57320,
2018-5-20 12:58:22.00000,4084085.05007,521328.78292,50.56637,
2018-5-20 12:58:23.00000,4084085.04817,521328.78385,50.57623,
2018-5-20 12:58:24.00000,4084085.04807,521328.78474,50.58670,
2018-5-20 12:58:25.00000,4084085.04846,521328.78607,50.57368,
2018-5-20 12:58:26.00000,4084085.04943,521328.78494,50.57122,
2018-5-20 12:58:27.00000,4084085.05060,521328.78372,50.58465,
2018-5-20 12:58:28.00000,4084085.04564,521328.78510,50.58327,
2018-5-20 12:58:29.00000,4084085.05190,521328.78536,50.57209,
2018-5-20 12:58:30.00000,4084085.04887,521328.78505,50.58396,
2018-5-20 12:58:31.00000,4084085.04721,521328.78541,50.58267,
2018-5-20 12:58:32.00000,4084085.05187,521328.78721,50.58014,
2018-5-20 12:58:33.00000,4084085.04938,521328.78656,50.57612,
2018-5-20 12:58:34.00000,4084085.04925,521328.78317,50.57545,
2018-5-20 12:58:35.00000,4084085.05064,521328.78328,50.56860,
2018-5-20 12:58:36.00000,4084085.05124,521328.78543,50.57064,
2018-5-20 12:58:37.00000,4084085.04362,521328.78545,50.58596,
2018-5-20 12:58:38.00000,4084085.04752,521328.78448,50.58426,
2018-5-20 12:58:39.00000,4084085.04654,521328.78456,50.58073,
2018-5-20 12:58:40.00000,4084085.04901,521328.78487,50.56845,
2018-5-20 12:58:41.00000,4084085.04708,521328.78586,50.58102,
2018-5-20 12:58:42.00000,4084085.04822,521328.78731,50.57717,
2018-5-20 12:58:43.00000,4084085.04845,521328.78526,50.58236,
2018-5-20 12:58:44.00000,4084085.05047,521328.78490,50.57866,
2018-5-20 12:58:45.00000,4084085.04662,521328.78466,50.58896,
2018-5-20 12:58:46.00000,4084085.04882,521328.78530,50.57570,
2018-5-20 12:58:47.00000,4084085.04934,521328.78569,50.57834,
2018-5-20 12:58:48.00000,4084085.04679,521328.78495,50.58474,
2018-5-20 12:58:49.00000,4084085.04040,521328.78803,50.59125,
2018-5-20 12:58:50.00000,4084085.04750,521328.78911,50.59063,
2018-5-20 12:58:51.00000,4084085.04725,521328.78782,50.57764,
2018-5-20 12:58:52.00000,4084085.04824,521328.78920,50.58415,
2018-5-20 12:58:53.00000,4084085.05049,521328.78620,50.59064,
2018-5-20 12:58:54.00000,4084085.04717,521328.78593,50.59407,
2018-5-20 12:58:55.00000,4084085.04409,521328.79016,50.59801,
2018-5-20 12:58:56.00000,4084085.04424,521328.78872,50.59147,
2018-5-20 12:58:57.00000,4084085.04944,521328.78647,50.58321,
2018-5-20 12:58:58.00000,4084085.04845,521328.78656,50.59119,
2018-5-20 12:58:59.00000,4084085.04590,521328.78871,50.59826,
2018-5-20 12:59:0.00000,4084085.05078,521328.78650,50.58992,
2018-5-20 12:59:1.00000,4084085.04762,521328.78648,50.59180,
2018-5-20 12:59:2.00000,4084085.05041,521328.78738,50.60075,
2018-5-20 12:59:3.00000,4084085.04634,521328.78826,50.60383,
2018-5-20 12:59:4.00000,4084085.05048,521328.78770,50.59349,
2018-5-20 12:59:5.00000,4084085.04822,521328.78718,50.58433,
2018-5-20 12:59:6.00000,4084085.05089,521328.78639,50.59078,
2018-5-20 12:59:7.00000,4084085.04756,521328.78617,50.59538,
2018-5-20 12:59:8.00000,4084085.04661,521328.78676,50.60330,
2018-5-20 12:59:9.00000,4084085.05177,521328.78626,50.59093,
2018-5-20 12:59:10.00000,4084085.05062,521328.78672,50.59663,
2018-5-20 12:59:11.00000,4084085.04238,521328.78780,50.60694,
2018-5-20 12:59:12.00000,4084085.05096,521328.78446,50.59267,
2018-5-20 12:59:13.00000,4084085.04928,521328.78645,50.59075,
2018-5-20 12:59:14.00000,4084085.04812,521328.78591,50.61112,
2018-5-20 12:59:15.00000,4084085.04866,521328.78355,50.58990,
2018-5-20 12:59:16.00000,4084085.04732,521328.78701,50.59903,
2018-5-20 12:59:17.00000,4084085.04988,521328.78682,50.59245,
2018-5-20 12:59:18.00000,4084085.04847,521328.78495,50.59283,
2018-5-20 12:59:19.00000,4084085.04819,521328.78508,50.59653,
2018-5-20 12:59:20.00000,4084085.05212,521328.78488,50.58230,
2018-5-20 12:59:21.00000,4084085.05109,521328.78626,50.58701,
2018-5-20 12:59:22.00000,4084085.04993,521328.78438,50.58971,
2018-5-20 12:59:23.00000,4084085.05600,521328.78429,50.58312,
2018-5-20 12:59:24.00000,4084085.05256,521328.78398,50.58288,
2018-5-20 12:59:25.00000,4084085.04748,521328.78660,50.59931,
2018-5-20 12:59:26.00000,4084085.05036,521328.78368,50.58614,
2018-5-20 12:59:27.00000,4084085.05290,521328.78444,50.58075,
2018-5-20 12:59:28.00000,4084085.05067,521328.78266,50.57873,
2018-5-20 12:59:29.00000,4084085.05472,521328.78256,50.58199,
2018-5-20 12:59:30.00000,4084085.04894,521328.78197,50.58719,
2018-5-20 12:59:31.00000,4084085.05703,521328.78135,50.56941,
2018-5-20 12:59:32.00000,4084085.05088,521328.78662,50.57629,
2018-5-20 12:59:33.00000,4084085.05322,521328.78093,50.57465,
2018-5-20 12:59:34.00000,4084085.05617,521328.77968,50.56238,
2018-5-20 12:59:35.00000,4084085.05080,521328.78170,50.57605,
2018-5-20 12:59:36.00000,4084085.05145,521328.78154,50.57585,
2018-5-20 12:59:37.00000,4084085.05215,521328.78266,50.58325,
2018-5-20 12:59:38.00000,4084085.05249,521328.78114,50.56230,
2018-5-20 12:59:39.00000,4084085.04968,521328.78329,50.57471,
2018-5-20 12:59:40.00000,4084085.05181,521328.78070,50.56703,
2018-5-20 12:59:41.00000,4084085.04661,521328.78244,50.58463,
2018-5-20 12:59:42.00000,4084085.05138,521328.77952,50.57260,
2018-5-20 12:59:43.00000,4084085.04949,521328.78287,50.58579,
2018-5-20 12:59:44.00000,4084085.04883,521328.78029,50.57418,
2018-5-20 12:59:45.00000,4084085.05014,521328.77757,50.57092,
2018-5-20 12:59:46.00000,4084085.04739,521328.77904,50.57126,
2018-5-20 12:59:47.00000,4084085.04816,521328.77940,50.57706,
2018-5-20 12:59:48.00000,4084085.04842,521328.78110,50.57172,
2018-5-20 12:59:49.00000,4084085.05094,521328.77664,50.56052,
2018-5-20 12:59:50.00000,4084085.05323,521328.77740,50.56047,
2018-5-20 12:59:51.00000,4084085.05155,521328.77814,50.56171,
2018-5-20 12:59:52.00000,4084085.04606,521328.78091,50.57436,
2018-5-20 12:59:53.00000,4084085.04950,521328.77813,50.56811,
2018-5-20 12:59:54.00000,4084085.05055,521328.77908,50.58220,
2018-5-20 12:59:55.00000,4084085.05161,521328.77523,50.56561,
2018-5-20 12:59:56.00000,4084085.05060,521328.77637,50.56747,
2018-5-20 12:59:57.00000,4084085.05479,521328.77665,50.55205,
2018-5-20 12:59:58.00000,4084085.04976,521328.77691,50.56876,
2018-5-20 12:59:59.00000,4084085.05030,521328.77989,50.56621,
2018-5-20 13:0:0.00000,4084085.04890,521328.77934,50.57274,
2018-5-20 13:0:1.00000,4084085.05317,521328.77634,50.55788,
2018-5-20 13:0:2.00000,4084085.05371,521328.77747,50.55250,
2018-5-20 13:0:3.00000,4084085.05609,521328.77729,50.54550,
2018-5-20 13:0:4.00000,4084085.05597,521328.77678,50.54948,
2018-5-20 13:0:5.00000,4084085.05116,521328.77665,50.55173,
2018-5-20 13:0:6.00000,4084085.05407,521328.77909,50.54719,
2018-5-20 13:0:7.00000,4084085.06003,521328.77716,50.53374,
2018-5-20 13:0:8.00000,4084085.05376,521328.78105,50.55111,
2018-5-20 13:0:9.00000,4084085.05759,521328.77892,50.54233,
2018-5-20 13:0:10.00000,4084085.05489,521328.78031,50.55260,
2018-5-20 13:0:11.00000,4084085.05634,521328.78043,50.54184,
2018-5-20 13:0:12.00000,4084085.05422,521328.77974,50.54816,
2018-5-20 13:0:13.00000,4084085.05148,521328.78033,50.54948,
2018-5-20 13:0:14.00000,4084085.05762,521328.77499,50.52961,
2018-5-20 13:0:15.00000,4084085.05790,521328.77669,50.53509,
2018-5-20 13:0:16.00000,4084085.05829,521328.77830,50.53874,
2018-5-20 13:0:17.00000,4084085.05892,521328.78082,50.53707,
2018-5-20 13:0:18.00000,4084085.05638,521328.77811,50.54328,
2018-5-20 13:0:19.00000,4084085.05463,521328.77845,50.54277,
2018-5-20 13:0:20.00000,4084085.05896,521328.77707,50.54183,
2018-5-20 13:0:21.00000,4084085.05417,521328.77842,50.54539,
2018-5-20 13:0:22.00000,4084085.05987,521328.77456,50.53229,
2018-5-20 13:0:23.00000,4084085.05745,521328.77650,50.53519,
2018-5-20 13:0:24.00000,4084085.05741,521328.77710,50.53641,
2018-5-20 13:0:25.00000,4084085.05706,521328.77738,50.54970,
2018-5-20 13:0:26.00000,4084085.05400,521328.78027,50.55361,
2018-5-20 13:0:27.00000,4084085.05911,521328.77760,50.54230,
2018-5-20 13:0:28.00000,4084085.05813,521328.77435,50.54093,
2018-5-20 13:0:29.00000,4084085.05609,521328.77885,50.54584,
2018-5-20 13:0:30.00000,4084085.05652,521328.77786,50.54792,
2018-5-20 13:0:31.00000,4084085.05296,521328.77958,50.55734,
2018-5-20 13:0:32.00000,4084085.05515,521328.77627,50.53558,
2018-5-20 13:0:33.00000,4084085.05623,521328.77871,50.53732,
2018-5-20 13:0:34.00000,4084085.05485,521328.77815,50.53549,
2018-5-20 13:0:35.00000,4084085.05292,521328.77703,50.54322,
2018-5-20 13:0:36.00000,4084085.05572,521328.77587,50.53616,
2018-5-20 13:0:37.00000,4084085.05777,521328.77718,50.53176,
2018-5-20 13:0:38.00000,4084085.05381,521328.77578,50.54519,
2018-5-20 13:0:39.00000,4084085.06214,521328.77485,50.52226,
2018-5-20 13:0:40.00000,4084085.05611,521328.77892,50.53780,
2018-5-20 13:0:41.00000,4084085.05394,521328.77939,50.53904,
2018-5-20 13:0:42.00000,4084085.05713,521328.77650,50.53495,
2018-5-20 13:0:43.00000,4084085.05458,521328.77699,50.53535,
2018-5-20 13:0:44.00000,4084085.06047,521328.77505,50.53449,
2018-5-20 13:0:45.00000,4084085.05756,521328.77707,50.53054,
2018-5-20 13:0:46.00000,4084085.06044,521328.77569,50.53036,
2018-5-20 13:0:47.00000,4084085.05742,521328.77569,50.53206,
2018-5-20 13:0:48.00000,4084085.05832,521328.77797,50.53086,
2018-5-20 13:0:49.00000,4084085.06031,521328.77552,50.52304,
2018-5-20 13:0:50.00000,4084085.05989,521328.77686,50.52960,
2018-5-20 13:0:51.00000,4084085.06365,521328.77777,50.52976,
2018-5-20 13:0:52.00000,4084085.06104,521328.77557,50.51424,
2018-5-20 13:0:53.00000,4084085.06297,521328.77551,50.51083,
2018-5-20 13:0:54.00000,4084085.05950,521328.77791,50.52162,
2018-5-20 13:0:55.00000,4084085.05906,521328.77592,50.51854,
2018-5-20 13:0:56.00000,4084085.06108,521328.77301,50.50785,
2018-5-20 13:0:57.00000,4084085.06236,521328.77682,50.51365,
2018-5-20 13:0:58.00000,4084085.05876,521328.77611,50.51445,
2018-5-20 13:0:59.00000,4084085.05853,521328.77805,50.51559,
2018-5-20 13:1:0.00000,4084085.05820,521328.77905,50.52170,
2018-5-20 13:1:1.00000,4084085.05913,521328.77704,50.50996,
2018-5-20 13:1:2.00000,4084085.05987,521328.77742,50.51830,
2018-5-20 13:1:3.00000,4084085.05699,521328.77663,50.51247,
2018-5-20 13:1:4.00000,4084085.06072,521328.77768,50.51201,
2018-5-20 13:1:5.00000,4084085.05936,521328.77779,50.50865,
2018-5-20 13:1:6.00000,4084085.05972,521328.77805,50.50568,
2018-5-20 13:1:7.00000,4084085.05888,521328.77648,50.50896,
2018-5-20 13:1:8.00000,4084085.05650,521328.77560,50.51895,
2018-5-20 13:1:9.00000,4084085.06118,521328.77376,50.50488,
2018-5-20 13:1:10.00000,4084085.05889,521328.77476,50.50427,
2018-5-20 13:1:11.00000,4084085.05786,521328.77657,50.50982,
2018-5-20 13:1:12.00000,4084085.05859,521328.77726,50.50984,
2018-5-20 13:1:13.00000,4084085.05701,521328.77644,50.49346,
2018-5-20 13:1:14.00000,4084085.05877,521328.77655,50.50793,
2018-5-20 13:1:15.00000,4084085.05651,521328.77349,50.50360,
2018-5-20 13:1:16.00000,4084085.05414,521328.77751,50.51277,
2018-5-20 13:1:17.00000,4084085.05476,521328.77533,50.51277,
2018-5-20 13:1:18.00000,4084085.05644,521328.77809,50.50921,
2018-5-20 13:1:19.00000,4084085.05782,521328.77917,50.53087,
2018-5-20 13:1:20.00000,4084085.05932,521328.77601,50.51353,
2018-5-20 13:1:21.00000,4084085.05637,521328.77641,50.51513,
2018-5-20 13:1:22.00000,4084085.05495,521328.77872,50.51136,
2018-5-20 13:1:23.00000,4084085.05860,521328.77609,50.50466,
2018-5-20 13:1:24.00000,4084085.05917,521328.77400,50.49756,
2018-5-20 13:1:25.00000,4084085.05549,521328.77453,50.50780,
2018-5-20 13:1:26.00000,4084085.05692,521328.77347,50.50106,
2018-5-20 13:1:27.00000,4084085.06308,521328.77062,50.48884,
2018-5-20 13:1:28.00000,4084085.06094,521328.77109,50.49537,
2018-5-20 13:1:29.00000,4084085.06173,521328.77415,50.49149,
2018-5-20 13:1:30.00000,4084085.06174,521328.77695,50.50632,
2018-5-20 13:1:31.00000,4084085.05787,521328.77684,50.49764,
2018-5-20 13:1:32.00000,4084085.06343,521328.77171,50.48288,
2018-5-20 13:1:33.00000,4084085.05390,521328.77418,50.49742,
2018-5-20 13:1:34.00000,4084085.05626,521328.77115,50.50226,
2018-5-20 13:1:35.00000,4084085.05834,521328.77188,50.50133,
2018-5-20 13:1:36.00000,4084085.06290,521328.76902,50.47925,
2018-5-20 13:1:37.00000,4084085.06070,521328.77277,50.50102,
2018-5-20 13:1:38.00000,4084085.05470,521328.76989,50.51900,
2018-5-20 13:1:39.00000,4084085.05927,521328.77045,50.50008,
2018-5-20 13:1:40.00000,4084085.06061,521328.77195,50.50181,
2018-5-20 13:1:41.00000,4084085.05920,521328.77380,50.51436,
2018-5-20 13:1:42.00000,4084085.05763,521328.76988,50.51410,
2018-5-20 13:1:43.00000,4084085.05696,521328.76970,50.50665,
2018-5-20 13:1:44.00000,4084085.05786,521328.77209,50.50680,
2018-5-20 13:1:45.00000,4084085.06125,521328.77033,50.50944,
2018-5-20 13:1:46.00000,4084085.05966,521328.76903,50.51206,
2018-5-20 13:1:47.00000,4084085.06027,521328.76873,50.52057,
2018-5-20 13:1:48.00000,4084085.06060,521328.76661,50.51995,
2018-5-20 13:1:49.00000,4084085.05577,521328.77087,50.53041,
2018-5-20 13:1:50.00000,4084085.05314,521328.76858,50.52008,
2018-5-20 13:1:51.00000,4084085.05467,521328.76980,50.53654,
2018-5-20 13:1:52.00000,4084085.05547,521328.76876,50.54796,
2018-5-20 13:1:53.00000,4084085.06063,521328.76470,50.52124,
2018-5-20 13:1:54.00000,4084085.05913,521328.76672,50.52674,
2018-5-20 13:1:55.00000,4084085.05583,521328.76990,50.54032,
2018-5-20 13:1:56.00000,4084085.05241,521328.76878,50.54354,
2018-5-20 13:1:57.00000,4084085.05813,521328.76746,50.52691,
2018-5-20 13:1:58.00000,4084085.05314,521328.76985,50.54424,
2018-5-20 13:1:59.00000,4084085.05252,521328.77153,50.53908,
2018-5-20 13:2:0.00000,4084085.05399,521328.77046,50.53661,
2018-5-20 13:2:1.00000,4084085.05229,521328.77232,50.53972,
